key,value,comment
agriculture_final_demand_hydrogen_demand,,
input_percentage_of_central_ht_steam_hot_water_agriculture_final_demand_steam_hot_water,,
input_percentage_of_central_mt_steam_hot_water_agriculture_final_demand_steam_hot_water,,
input_percentage_of_local_steam_hot_water_agriculture_final_demand_steam_hot_water,,
agriculture_final_demand_electricity_demand,,
agriculture_final_demand_network_gas_demand,,
agriculture_final_demand_wood_pellets_demand,,
input_agriculture_final_demand_crude_oil_demand,,
input_agriculture_final_demand_steam_hot_water_demand,0,Expert judgment from municipality of Nijmegen. See etdataset-public/source_analyses/GM0268_nijmegen/2019/agriculture/agriculture_source_analysis.xlsx.
input_percentage_of_bio_kerosene_agriculture_final_demand_crude_oil,,
input_percentage_of_bio_oil_agriculture_final_demand_crude_oil,,
input_percentage_of_biodiesel_agriculture_final_demand_crude_oil,,
input_percentage_of_crude_oil_agriculture_final_demand_crude_oil,,
input_percentage_of_diesel_agriculture_final_demand_crude_oil,,
input_percentage_of_kerosene_agriculture_final_demand_crude_oil,,
input_percentage_of_lpg_agriculture_final_demand_crude_oil,,
agriculture_chp_engine_biogas_demand,,
agriculture_chp_engine_network_gas_dispatchable_demand,0,Expert judgment from municipality of Nijmegen. See etdataset-public/source_analyses/GM0268_nijmegen/2019/agriculture/agriculture_source_analysis.xlsx.
agriculture_chp_wood_pellets_demand,,
